englishname,hebrewname,morphology,definition,transliteration,dictionary
Hathath,חֲתַת,pr. n. m.,"[{'definition': 'Hathath = ""fearful""'}, {'definition': 'son of Othniel and grandson of Kenaz,  the brother of Caleb'}]",khath-ath',BDB Augmented Strong
Tabeal,טָבְאֵל,pr. n. m.,"[{'definition': 'Tabeal = ""God is good""'}, {'definition': 'a man whose son was either in the army of Pekah or the army of Rezin and whom Pekah and Rezin proposed to make king of Israel'}, {'definition': 'Tabeel = ""God is good""'}, {'definition': 'an officer of the Persian government in Samaria in the reign of Artaxerxes'}]",taw-beh-ale',BDB Augmented Strong
Tebah,טֶבַח,pr. n. m.,"[{'definition': 'Tebah = ""a slaughter""'}, {'definition': 'a son of Nahor by his concubine Reumah'}]",teh'-bakh,BDB Augmented Strong
Tebaliah,טְבַלְיָהוּ,pr. n. m.,"[{'definition': 'Tebaliah = ""purified""'}, {'definition': 'the 3rd son of Hosah of the children of Merari and temple gatekeeper'}]",teb-al-yaw'-hoo,BDB Augmented Strong
Tabbaoth,טַבָּעוֹת,pr. n. m.,"[{'definition': 'Tabbaoth = ""rings""'}, {'definition': 'a family of temple slaves who returned from exile with Zerubbabel'}]",tab-baw-othe',BDB Augmented Strong
Tabrimon,טַבְרִמּוֹן,pr. n. m.,"[{'definition': 'Tabrimon = ""good is Rimmon""'}, {'definition': 'the father of Ben-hadad I,  king of Syria'}]",tab-rim-mone',BDB Augmented Strong
Tob-adonijah,טוֹב אֲדֹנִיָּהוּ,pr. n. m.,"[{'definition': 'Tob-adonijah = ""my Lord is good""'}, {'definition': 'one of the Levites sent by Jehoshaphat through the cities of Judah to teach the law to the people'}]",tobe ado-nee-yah'-hoo,BDB Augmented Strong
Tobiah,טוֹבִיָּה,pr. n. m.,"[{'definition': 'Tobiah = ""Jehovah is good""'}, {'definition': 'head of a family who returned from exile with Zerubbabel but who were unable to prove their connection with Israel'}, {'definition': 'the Ammonite who with Sanballat opposed the rebuilding of Jerusalem'}, {'definition': 'a Levite in the reign of Jehoshaphat'}, {'definition': 'a chief of the returning exiles'}]",to-bee-yaw',BDB Augmented Strong
Telem,טֶלֶם,pr. n. m.,"[{'definition': 'Telem = ""oppression""'}, {'definition': 'n pr m'}, {'definition': 'a gatekeeper among the returning exiles in the time of Ezra'}, {'definition': 'n pr loc'}, {'definition': 'one of the cities in the extreme south of Judah in the Negeb'}]",teh'-lem,BDB Augmented Strong
Talmon,טַלְמוֹן,pr. n. m.,"[{'definition': 'Talmon = ""oppressor""'}, {'definition': 'the head of a family of doorkeepers in the temple; some of his descendants returned from exile with Zerubbabel and were employed in their hereditary office in the days of Nehemiah and Ezra', 'senses': [{'definition': 'possibly two other doorkeepers in the time of Nehemiah'}]}]",tal-mone',BDB Augmented Strong
Jaazaniah,יַאֲזַנְיָה,pr. n. m.,"[{'definition': 'Jaazaniah = ""Jehovah hears""'}, {'definition': 'a Judean,  son of the Maachathite, a captain of the Judean forces who visited Gedaliah at Mizpah after Gedaliah had been appointed governor of Judah by Nebuchadnezzar'}, {'definition': 'son of Shaphan,  an elder of Israel in the days of Ezekiel'}, {'definition': 'son of Azur,  one of the princes of the people against whom Ezekiel was directed to prophesy'}, {'definition': 'a Rechabite,  son of Jeremiah the prophet'}]",yah-az-an-yaw',BDB Augmented Strong
Jair,יָאִיר,pr. n. m.,"[{'definition': 'Jair = ""he enlightens""'}, {'definition': 'a descendant of Manasseh who conquered many towns during the time of the conquest'}, {'definition': 'the Gileadite,  a judge of Israel for 22 years during the time of the judges; father of 30 sons'}, {'definition': 'a Benjamite,  son of Kish,  and father of Mordecai'}, {'definition': ""father of Elhanan,  one of David's mighty warriors""}]",yaw-ere',BDB Augmented Strong
Josiah,יֹאשִׁיָּה,pr. n. m.,"[{'definition': 'Josiah = ""whom Jehovah heals""'}, {'definition': 'son of Amon by Jedidah who succeeded his father to the throne of Judah and reigned for 31 years; his reign is noteworthy for the great revivals back to the worship of Jehovah which he led'}, {'definition': 'a returned exile and son of Zephaniah at whose house took place the solemn and symbolical crowning of Joshua the high priest in the time of Zechariah the prophet'}]",yo-shee-yaw',BDB Augmented Strong
Jeaterai,יְאָתְרַי,pr. n. m.,"[{'definition': 'Jeaterai = ""whom Jehovah leads""'}, {'definition': 'a Gershonite Levite,  son of Zerah'}]",yeh-aw-ther-ah'ee,BDB Augmented Strong
Ibhar,יִבְחַר,pr. n. m.,"[{'definition': 'Ibhar = ""Jehovah chooses""'}, {'definition': 'one of the sons of David,  born in Jerusalem'}]",yib-khar',BDB Augmented Strong
Jabin,יָבִין,pr. n. m.,"[{'definition': 'Jabin = ""whom God observes""'}, {'definition': 'a king of Hazor who organised a confederacy of the northern princes against Joshua; confederacy routed by the waters of Merom'}, {'definition': 'another king of Hazor whose general,  Sisera,  was defeated by Barak'}]",yaw-bene',BDB Augmented Strong
Jabal,יָבָל,pr. n. m.,"[{'definition': 'Jabal = ""stream of water""'}, {'definition': 'the son of Lamech by Adah and brother of Jubal; described as the father of such as dwell in tents and have cattle'}]",yaw-bawl',BDB Augmented Strong
Ibneiah,יִבְנְיָה,pr. n. m.,"[{'definition': 'Ibneiah = ""Jehovah builds""'}, {'definition': 'a Benjamite,  son of Jehoram'}]",yib-neh-yaw',BDB Augmented Strong
Ibnijah,יִבְנִיָּה,pr. n. m.,"[{'definition': 'Ibnijah = ""whom Jehovah will build up""'}, {'definition': 'a Benjamite'}]",yib-nee-yaw',BDB Augmented Strong
Jeberechiah,יְבֶרֶכְיָהוּ,pr. n. m.,"[{'definition': 'Jeberechiah = ""Jehovah blesses""'}, {'definition': 'father of a Zechariah,  in the reign of Ahaz and time of Isaiah'}]",yeb-eh-rek-yaw'-hoo,BDB Augmented Strong
Jabesh,יָבֵשׁ,pr. n. m.,"[{'definition': 'Jabesh = ""dry""'}, {'definition': 'n pr loc'}, {'definition': ""a town in the territory of Gilead; according to Eusebius,  it is beyond the Jordan,  6 miles (10 km) from Pella,  on the mountain road to Gerasa; site unknown but may be modern 'Wadi Yabes'""}, {'definition': 'n pr m'}, {'definition': 'father of Shallum,  the 15th king of the northern kingdom'}]",yaw-bashe',BDB Augmented Strong
Jibsam,יִבְשָׂם,pr. n. m.,"[{'definition': 'Jibsam = ""pleasant""'}, {'definition': 'one of the sons of Tola and a grandson of Issachar'}]",yib-sawm',BDB Augmented Strong
Igal,יִגְאָל,pr. n. m.,"[{'definition': 'Igal or Igeal = ""He redeems""'}, {'definition': 'son of Joseph and a spy from the tribe of Issachar'}, {'definition': ""son of Nathan of Zobah,  one of David's mighty warriors""}, {'definition': 'a son of Shemaiah and descendant of Zerubbabel'}]",yig-awl',BDB Augmented Strong
Igdaliah,יִגְדַּלְיָהוּ,pr. n. m.,"[{'definition': 'Igdaliah = ""Jehovah is great""'}, {'definition': 'a prophet or holy man and father of Hanan in the time of Josiah'}]",yig-dal-yaw'-hoo,BDB Augmented Strong
Jogli,יׇגְלִי,pr. n. m.,"[{'definition': 'Jogli = ""he is exiled""'}, {'definition': 'a Danite and father of Bukki who was one of the 12 rulers charged with the conquest of Canaan'}]",yog-lee',BDB Augmented Strong
Idbash,יִדְבָּשׁ,pr. n. m.,"[{'definition': 'Idbash = ""stout""'}, {'definition': 'one of the 3 sons of Abi-etam,  a descendant of Judah'}]",yid-bawsh',BDB Augmented Strong
Iddo,יִדּוֹ,pr. n. m.,"[{'definition': 'Iddo = ""timely"" or ""lovely""'}, {'definition': 'son of Zechariah,  ruler of the tribe of Manasseh east of the Jordan in the time of David'}, {'definition': 'a man who took a foreign wife in the time of Ezra'}]",yid-do',BDB Augmented Strong
Jadon,יָדוֹן,pr. n. m.,"[{'definition': 'Jadon = ""thankful""'}, {'definition': 'a Meronothite and one of the builders of the walls of Jerusalem'}]",yaw-done',BDB Augmented Strong
Jaddua,יַדּוּעַ,pr. n. m.,"[{'definition': 'Jaddua = ""knowing""'}, {'definition': 'one of the chiefs of the people who sealed the covenant with Nehemiah'}, {'definition': 'son and successor in the high priesthood of Jonathan,  Jeshua, or Johanan; the last of the high priests mentioned in the OT,  probably living in the time of Alexander the Great'}]",yad-doo'-ah,BDB Augmented Strong
Jeduthun,יְדוּתוּן,pr. n. m.,"[{'definition': 'Jeduthun = ""praising""'}, {'definition': 'a Levite of the family of Merari and the chief of one of the 3 choirs of the temple whose descendants also formed one of the perpetual temple choirs; he is named at the beginning of 3 Psalms (Ps 39:1; 62:1; 77:1) either as the composer or the recipient of those Psalms but most likely as the leader of the choir by which those Psalms were to be sung'}]",yed-oo-thoon',BDB Augmented Strong
Jedidiah,יְדִידְיָה,pr. n. m.,"[{'definition': 'Jedidiah = ""beloved of Jehovah""'}, {'definition': 'the name given to Solomon through Nathan the prophet'}]",yed-ee-deh-yaw',BDB Augmented Strong
Jedaiah,יְדָיָה,pr. n. m.,"[{'definition': 'Jedaiah = ""praised of Jehovah""'}, {'definition': 'a Simeonite,  forefather of Ziza'}, {'definition': 'son of Harumaph and one who took part in rebuilding the walls of Jerusalem'}]",yed-aw-yaw',BDB Augmented Strong
Jediael,יְדִיעֲאֵל,pr. n. m.,"[{'definition': 'Jediael = ""God makes known""'}, {'definition': ""a chief patriarch of the tribe of Benjamin; maybe the same as 'Ashbel'""}, {'definition': 'the 2nd son of Meshelemiahand a Korahite gatekeeper'}, {'definition': ""son of Shimri and one of David's mighty warriors""}, {'definition': 'one of the chiefs of the thousands of Manasseh who joined David on his march to Ziklag; maybe the same man as 3 above'}]",yed-ee-ah-ale',BDB Augmented Strong
Jidlaph,יִדְלָף,pr. n. m.,"[{'definition': 'Jidlaph = ""weeping""'}, {'definition': 'a son of Nahor'}]",yid-lawf',BDB Augmented Strong
Jada,יָדָע,pr. n. m.,"[{'definition': 'Jada = ""He knows""'}, {'definition': 'a Judahite,  son of Onam and brother of Shammai,  in the genealogy of the sons of Jerahmeel by his wife Atarah'}]",yaw-daw',BDB Augmented Strong
Jedaiah,יְדַעְיָה,pr. n. m.,"[{'definition': 'Jedaiah = ""Jehovah has known""'}, {'definition': 'a priest in Jerusalem'}, {'definition': 'a man who returned with Zerubbabel'}, {'definition': 'a ruler of the priests in the days of Jeshua'}, {'definition': 'a post exilic priest'}, {'definition': 'one honoured by Jehovah,  perhaps one of the above'}]",yed-ah-yaw',BDB Augmented Strong
Jahdai,יֶהְדַי,pr. n. m.,"[{'definition': 'Jahdai ""whom he will place""'}, {'definition': 'one of the family of Caleb'}]",yeh-dah'-ee,BDB Augmented Strong
Jehu,יֵהוּא,pr. n. m.,"[{'definition': 'Jehu = ""Jehovah is He""'}, {'definition': 'the king of the northern kingdom Israel who overthrew the dynasty of Omri'}, {'definition': 'son of Hanani and an Israelite prophet in the time of Baasha and Jehoshaphat'}, {'definition': ""the Antothite,  a Benjamite,  one of David's mighty warriors""}, {'definition': 'a descendant of Judah of the house of Hezron'}, {'definition': 'son of Josibiah and a chief of the tribe of Simeon'}]",yay-hoo',BDB Augmented Strong
Jehoahaz,יְהוֹאָחָז,pr. n. m.,"[{'definition': 'Jehoahaz = ""Jehovah has seized""'}, {'definition': 'a king of Judah and son of Josiah'}, {'definition': 'a king of the northern kingdom of Israel and son of Jehu'}, {'definition': 'a king of Judah and son of Jehoram (Ahaziah)'}]",yeh-ho-aw-khawz',BDB Augmented Strong
Jehoash,יְהוֹאָשׁ,pr. n. m.,"[{'definition': 'Jehoash = ""given by the Lord""'}, {'definition': 'son of king Ahaziah and the 8th king of Judah'}, {'definition': 'son of king Jehoahaz and the 12th king of the northern kingdom of Israel'}]",yeh-ho-awsh',BDB Augmented Strong
Judah,יְהוּדָה,pr. n. m.,"[{'definition': 'Judah = ""praised""'}, {'definition': 'the son of Jacob by Leah'}, {'definition': 'the tribe descended from Judah the son of Jacob'}, {'definition': 'the territory occupied by the tribe of Judah'}, {'definition': 'the kingdom comprised of the tribes of Judah and Benjamin which occupied the southern part of Canaan after the nation split upon the death of Solomon'}, {'definition': ""a Levite in Ezra's time""}, {'definition': 'an overseer of Jerusalem in the time of Nehemiah'}, {'definition': 'a Levite musician in the time of Nehemiah'}, {'definition': 'a priest in the time of Nehemiah'}]",yeh-hoo-daw',BDB Augmented Strong
Jehudi,יְהוּדִי,pr. n. m.,"[{'definition': 'Jehudi = ""Jew""'}, {'definition': 'son of Nethaniah and servant of king Jehoiakim'}]",yeh-hoo-dee',BDB Augmented Strong
Jehovah,יְהֹוָה צִדְקֵנוּ,pr. n. m.,[{'definition': 'Jehovah is our righteousness'}],ye-ho-vaw' tsid-kay'-noo,BDB Augmented Strong
Jehozabad,יְהוֹזָבָד,pr. n. m.,"[{'definition': 'Jehozabad = ""Jehovah has endowed""'}, {'definition': 'son of Shomer,  a Moabitish woman,  who murdered Joash,  king of Judah'}, {'definition': 'a Benjamite,  captain of 180,000 armed men,  in the days of Jehoshaphat'}, {'definition': 'a Korhite Levite,  2nd son of Obededom,  and one of the porters of the temple and of the storehouse there in the time of David'}]",yeh-ho-zaw-bawd',BDB Augmented Strong
Jehohanan,יְהוֹחָנָן,pr. n. m.,"[{'definition': 'Jehohanan = ""Jehovah has graced""'}, {'definition': 'a priest during the high priesthood of Joiakim who returned with Zerubbabel'}, {'definition': 'a high priest in the time of Ezra'}, {'definition': 'a Levite priest who took part in the dedication of the wall in the time of Nehemiah'}, {'definition': 'son of Tobiah'}, {'definition': 'a Korhite Levite and one of the doorkeepers to the tabernacle in the time of David'}, {'definition': 'a captain of Judah under king Jehoshaphat'}, {'definition': 'an Ephraimite'}, {'definition': 'an Israelite with a foreign wife in the time of Ezra'}, {'definition': 'a Jewish captain after the fall of Jerusalem', 'senses': [{'definition': 'the eldest son of king Josiah'}, {'definition': 'a post-exilic prince of the line of David'}, {'definition': ""father of Azariah,  priest in Solomon's time""}, {'definition': ""a Benjamite,  one of David's mighty warriors""}, {'definition': ""a Gadite,  one of David's mighty warriors""}, {'definition': 'a returning exile'}]}]",yeh-ho-khaw-nawn',BDB Augmented Strong
Jehoiada,יְהוֹיָדָע,pr. n. m.,"[{'definition': 'Jehoiada = ""Jehovah knows""'}, {'definition': ""father of Benaiah,  David's mighty warrior""}, {'definition': 'leader of the priests who joined David at Hebron'}, {'definition': ""high priest at the time of Athaliah's usurpation of the throne of Judah; hid Joash,  the king's son,  for six years and eventually replaced him on the throne of Judah""}, {'definition': 'second priest,  or sagan,  to Seraiah the high priest'}]",yeh-ho-yaw-daw',BDB Augmented Strong
Jehoiachin,יְהוֹיָכִין,pr. n. m.,"[{'definition': 'Jehoiachin = ""Jehovah establishes""'}, {'definition': 'king of Judah,  son of Jehoiakim,  and the next to last king of Judah before the Babylonian captivity; kingship lasted for 3 months and 10 days before he surrendered to Nebuchadnezzar who took him to Babylon and imprisoned him for 36 years when he was finally released'}]",yeh-ho-yaw-keen',BDB Augmented Strong
Jehoiakim,יְהוֹיָקִים,pr. n. m.,"[{'definition': 'Jehoiakim = ""Jehovah raises up""'}, {'definition': 'son of Josiah and the third from the last king of Judah; subject vassel of Nebuchadnezzar who reigned for 11 years before he died a violent death either in combat or by the hands of his own subjects'}]",yeh-ho-yaw-keem',BDB Augmented Strong
Jehoiarib,יְהוֹיָרִיב,pr. n. m.,"[{'definition': 'Jehoiarib = ""Jehovah contends""'}, {'definition': 'A priest in Jerusalem'}, {'definition': ""the head of the 1st of the 24 courses of priests in David's time""}]",yeh-ho-yaw-reeb',BDB Augmented Strong
Jehucal,יְהוּכַל,pr. n. m.,"[{'definition': 'Jehucal = ""Jehovah is able""'}, {'definition': 'a son of Shelemiah and a servant of king Zedekiah whom he sent to Jeremiah to entreat his prayers and advice'}]",yeh-hoo-kal',BDB Augmented Strong
